"","time1","time1","idf"
"ため",0.00223500438330837,0.00223500438330837,1
"何",0.00223500438330837,0.00223500438330837,1
"相談",0.00223500438330837,0.00223500438330837,1
"今度",0.00223500438330837,0.00223500438330837,1
"収集",0.00223500438330837,0.00223500438330837,1
"F",0.00446655168189095,0.00446655168189095,1
"登録",0.026594210011713,0.026594210011713,1
"何人",0.00223500438330837,0.00223500438330837,1
"看板",0.00223500438330837,0.00223500438330837,1
"店先",0.00223500438330837,0.00223500438330837,1
"スマホ",0.00223500438330837,0.00223500438330837,1
"お互い",0.00223500438330837,0.00223500438330837,1
"反応",0.00446655168189095,0.00446655168189095,1
"よね",0.00223500438330837,0.00223500438330837,1
"事前",0.00223500438330837,0.00223500438330837,1
"完全",0.00223500438330837,0.00223500438330837,1
"きれい",0.00223500438330837,0.00223500438330837,1
"要素",0.00223500438330837,0.00223500438330837,1
"コース",0.00223500438330837,0.00223500438330837,1
"掲示",0.00223500438330837,0.00223500438330837,1
"表示",0.00223500438330837,0.00223500438330837,1
"みなさん",0.00223500438330837,0.00223500438330837,1
"やり方",0.00223500438330837,0.00223500438330837,1
"簡単",0.00223500438330837,0.00223500438330837,1
"インターネット",0.00223500438330837,0.00223500438330837,1
"おっさん",0.00223500438330837,0.00223500438330837,1
"飯",0.00223500438330837,0.00223500438330837,1
"ぐるナビ",0.00223500438330837,0.00223500438330837,1
"すね",0.00223500438330837,0.00223500438330837,1
"学校",0.00223500438330837,0.00223500438330837,1
"誰",0.00446655168189095,0.00446655168189095,1
"状態",0.00223500438330837,0.00223500438330837,1
"ランゲージ",0.00223500438330837,0.00223500438330837,1
"サイト",0.00223500438330837,0.00223500438330837,1
"メッセージ",0.00223500438330837,0.00223500438330837,1
"やりとり",0.00223500438330837,0.00223500438330837,1
"不安",0.00223500438330837,0.00223500438330837,1
"公認",0.0177838312358145,0.0177838312358145,1
"ネット",0.00223500438330837,0.00223500438330837,1
"店舗",0.00223500438330837,0.00223500438330837,1
"斡旋",0.00223500438330837,0.00223500438330837,1
